,Station_No,Business_ID,Business_Name,Category,Review_Count,Rating,Phone_No,Address,Distance,Business_Hours
918,46,yyM6-BakVxcIcblqQph3aQ,The Wee Tram,"[{'alias': 'tours', 'title': 'Tours'}]",3,5.0,,2 Queens Road,596.3515523201376,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '1800', 'day': 5}, {'is_overnight': False, 'start': '1400', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
919,46,NPr8ky1hLnB8NkUZWZBnJA,Cables Bar,"[{'alias': 'british', 'title': 'British'}, {'alias': 'lounges', 'title': 'Lounges'}]",4,3.5,+442890277000,4 Lanyon Place,974.8933582548476,"[{'open': [{'is_overnight': True, 'start': '0800', 'end': '0100', 'day': 0}, {'is_overnight': True, 'start': '0800', 'end': '0100', 'day': 1}, {'is_overnight': True, 'start': '0800', 'end': '0100', 'day': 2}, {'is_overnight': True, 'start': '0800', 'end': '0100', 'day': 3}, {'is_overnight': True, 'start': '0800', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '1000', 'end': '0100', 'day': 5}, {'is_overnight': True, 'start': '1100', 'end': '0100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
920,47,KKoDmKAWHMVIY8tnQSEo0A,Il Pirata,"[{'alias': 'italian', 'title': 'Italian'}]",21,4.4,+442890673421,279-281 Upper Newtownards Road,190.85601653842323,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
921,47,afPzrGJO4Zn7zuqwKnDhSw,Acapulco,"[{'alias': 'mexican', 'title': 'Mexican'}]",23,4.4,+442890296400,257 Upper Newtownards Road,123.9419014876644,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1730', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
922,47,njSkYpW0KpIbimvUtxkNfQ,The Stokers Halt,"[{'alias': 'irish', 'title': 'Irish'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",19,3.9,+442890921920,199 Upper Newtownards Road,166.9980436947932,"[{'open': [{'is_overnight': True, 'start': '0900', 'end': '0130', 'day': 0}, {'is_overnight': True, 'start': '0900', 'end': '0130', 'day': 1}, {'is_overnight': True, 'start': '0900', 'end': '0130', 'day': 2}, {'is_overnight': True, 'start': '0900', 'end': '0130', 'day': 3}, {'is_overnight': True, 'start': '0900', 'end': '0130', 'day': 4}, {'is_overnight': True, 'start': '0900', 'end': '0130', 'day': 5}, {'is_overnight': True, 'start': '0900', 'end': '0130', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
923,47,kXqRYslSpTOcHWf9efp7qg,Horatio Todds,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}]",29,3.6,+442890653090,406 Upper Newtownards Road,240.73530981899472,"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0100', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0100', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
924,47,AUU4Mm9nWrsobrcfgho5nw,Mandarin City,"[{'alias': 'chinese', 'title': 'Chinese'}]",12,3.8,+442890802888,273-275 Upper Newtownards Road,169.78175135217012,"[{'open': [{'is_overnight': False, 'start': '1630', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1630', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1630', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1630', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1630', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '1630', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '1600', 'end': '2130', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
925,47,TaxDJpLN5hYQrNPoKg9eEA,Greens Pizza,"[{'alias': 'pizza', 'title': 'Pizza'}]",11,3.7,+442890650600,283-285 Upper Newtownards Road,215.74356195346257,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
926,47,0CSAhVyJ4YFROPlv2rz5xg,Little Wing Pizzeria,"[{'alias': 'pizza', 'title': 'Pizza'}]",16,3.9,+442890651555,201 Upper Newtownards Road,150.73796236949576,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1300', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
927,47,NhN84L0qNVvc86uIsM9C2Q,Graze,"[{'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'desserts', 'title': 'Desserts'}]",8,4.4,+442890658658,404 Upper Newtownards Road,222.15730770928985,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
928,47,xXYKdNku7XvLAsuhNqa7-A,Spoon Street,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",13,4.1,+442895435255,261 Upper Newtownards Road,148.53350776503314,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
929,47,SgTduZ1J-txEzKWdFQjAXQ,Neills Hill,"[{'alias': 'brasseries', 'title': 'Brasseries'}]",13,3.3,+442890650079,229 Upper Newtownards Road,101.62763305173021,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0930', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2030', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
930,47,kMEY_RJaumY0gqJmSxh4lw,Capers Pizzas,"[{'alias': 'pizza', 'title': 'Pizza'}]",6,4.0,+442890655550,311-313 Upper Newtownards Road,301.5750057626873,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
931,47,QiPBeKzv47eJAqPBHp2NEQ,Clements,"[{'alias': 'cafes', 'title': 'Cafes'}]",6,4.3,+442890667660,269 Upper Newtownards Road,176.50238373452024,[]
932,47,5bZVAC1nCbJvtFJXxDf9kA,Bistro Este,"[{'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'modern_european', 'title': 'Modern European'}]",4,3.8,+442890656976,221 Upper Newtownards Road,121.65915499177024,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1300', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
933,47,cSAUBQY9c0eeLZLglgmfPQ,caffè Nero,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",2,5.0,,275 Upper Newtownards Road,173.10083088103408,[]
934,47,yN6hpp379D7S7FVSvRrYow,Marks and Spencer,"[{'alias': 'grocery', 'title': 'Grocery'}]",9,4.4,+442890659423,248-266 Upper Newtownards Road,394.6245109461628,"[{'open': [{'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '1300', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
935,47,WL9NyQiweSnFfgb9Gk5BOw,McElroy's Fruit & Veg,"[{'alias': 'markets', 'title': 'Fruits & Veggies'}]",3,4.7,+442890471966,362 Upper Newtownards Road,127.4590218471367,"[{'open': [{'is_overnight': False, 'start': '0830', 'end': '1730', 'day': 0}, {'is_overnight': False, 'start': '0830', 'end': '1730', 'day': 1}, {'is_overnight': False, 'start': '0830', 'end': '1730', 'day': 2}, {'is_overnight': False, 'start': '0830', 'end': '1730', 'day': 3}, {'is_overnight': False, 'start': '0830', 'end': '1730', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '1730', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
936,47,ChF_3b4_pYZAvPiAxEcPoQ,Good Fortune,"[{'alias': 'chinese', 'title': 'Chinese'}]",5,3.2,+442890659611,Unit 3 Library Court,201.00318563526346,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
937,47,AexJUn1I1jfSfFsntkaFOw,Camile Thai Ballyhack,"[{'alias': 'thai', 'title': 'Thai'}]",1,5.0,+442890656600,Unit 3,191.5919296516209,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
938,47,X9eMtMUgq0UkQ0vmx4Ey8Q,Pizza Express,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",1,5.0,+442890657772,376-378 Upper Newtownards Road,158.1276006631977,[]
939,47,_o5OEEANwAgoH5KA-vFSgw,Acapulco Burrito Bar,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}]",1,4.0,+442890296400,257 Upper Newtownards Road,125.34635650654916,[]
940,48,BZD8pFYqJgU74TMmpWl14A,Made In Belfast,"[{'alias': 'irish', 'title': 'Irish'}, {'alias': 'british', 'title': 'British'}, {'alias': 'modern_european', 'title': 'Modern European'}]",197,4.3,+442895458120,Units 1 & 2 Wellington Buildings,385.8570403734411,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
941,48,3aR2NiUYbmWI_kvKJnv2Ow,Zen Japanese Restaurant,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",68,4.3,+442890232244,55-59 Adelaide Street,105.13577469442122,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1330', 'end': '2230', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
942,48,UAywQCs1e2E3HuFclCEIUQ,Mourne Seafood Bar,"[{'alias': 'seafood', 'title': 'Seafood'}]",120,4.5,+442890248544,34-36 Bank Street,637.2701287769814,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1600', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '1600', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1300', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
943,48,rV0mRDfNHTFMqYNKDCit8A,Garrick Bar,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",68,4.2,+442890321984,29 Chichester Street,302.95133061653905,"[{'open': [{'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 0}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 1}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 2}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 3}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 5}, {'is_overnight': False, 'start': '1230', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
944,48,sGeQaxcHX7x1Ducieu0PDw,Acton & Sons,"[{'alias': 'british', 'title': 'British'}]",38,4.2,+3532890240239,17 Brunswick Street,377.8337400436298,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
945,48,kpEhXQB3O_F0W9zcwjLXOg,Coco,"[{'alias': 'newamerican', 'title': 'New American'}]",21,4.3,+442890311150,7-11 Linenhall Street,190.78846730388824,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '1300', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
946,48,UFSFvJoF4WfbPKVVDfrvlA,Harlem cafe,"[{'alias': 'cafes', 'title': 'Cafes'}]",76,4.0,+442890244860,34 Bedford Street,232.7213168813182,"[{'open': [{'is_overnight': False, 'start': '0800', 'end': '1600', 'day': 0}, {'is_overnight': False, 'start': '0800', 'end': '1600', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '1600', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '1600', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '1700', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
947,48,4ux9NQi6U2zuVIMmy327eg,Howard St,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'british', 'title': 'British'}]",22,4.8,+442890248362,56 Howard Street,442.0923428990894,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
948,48,tZ8knwrXSgwn5U6asDVttw,Fratelli Belfast,"[{'alias': 'italian', 'title': 'Italian'}]",59,3.9,+442890310862,60 Great Victoria's Street,434.5092708762062,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
949,48,bJIaVM4QX94mxp8xvL5Evw,Pizza Express,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",27,3.7,+442890329050,25 Bedford Street,262.20461480926554,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2330', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2330', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
950,48,6SvhLYJZ4G-vTy2CJHjbCA,Darcy's Restaurant,"[{'alias': 'british', 'title': 'British'}, {'alias': 'modern_european', 'title': 'Modern European'}]",59,4.4,+442890324040,10 Bradbury Place,761.6393014721883,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 5}, {'is_overnight': False, 'start': '1300', 'end': '2330', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
951,48,45-1vRZAZGqfF1QHFRdbAw,Kitch Restaurant,"[{'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'brasseries', 'title': 'Brasseries'}]",54,4.7,+442890333353,61-63 Dublin Road,512.4761442474023,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
952,48,PmSsn9aHkvOlyG90BX7I-w,Chubby Cherub,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",31,4.1,+442890312964,11 Chichester Street,295.75820149473054,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '0500', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
953,48,vMtinKBErbcJZf-VMo3_mA,Home,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'french', 'title': 'French'}, {'alias': 'modern_european', 'title': 'Modern European'}]",56,4.4,+442890234946,22 Wellington Place,440.25521726865367,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 5}, {'is_overnight': False, 'start': '1300', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
954,48,fXB97OO0E7B-Rvzx5P47uQ,Whites Tavern,"[{'alias': 'irish_pubs', 'title': 'Irish Pub'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}]",72,4.1,+442890312582,2-4 Winecellar Entry,612.0488102023891,"[{'open': [{'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 0}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 1}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 2}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 3}, {'is_overnight': True, 'start': '1130', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1130', 'end': '0200', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
955,48,lA9KRqxpUD8ZOe_hGnJWaw,Stix and Stones,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}]",59,4.1,+442890319418,44-46 Upper Queen Street,431.98304876842917,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
